Oscilloscope data. 
Time step = 1,000 uS
Voltage step = 31,25 mV
Zero level = 128

N 	Smpl.	Trig
177	191	0
178	132	0
179	68	0
180	89	0
181	167	0
182	188	0
183	124	0
184	66	0
185	97	0
186	173	0
187	184	0
188	114	0
189	64	0
190	107	0
191	180	0
192	179	0
193	105	0
194	64	0
195	116	0
196	185	0
197	172	0
198	96	0
199	66	0
200	127	0
201	189	0
202	164	0
203	87	0
204	70	0
205	137	0
206	192	0
207	153	0
208	79	0
209	76	0
210	149	0
211	192	0
212	142	0
213	72	0
214	84	0
215	160	0
216	191	0
217	129	0
218	67	0
219	95	0
220	171	0
221	185	0
222	116	0
223	64	0
224	106	0
225	180	0
226	179	0
227	103	0
228	65	0
229	119	0
230	187	0
231	169	0
232	91	0
233	68	0
234	134	0
235	191	0
236	156	0
237	80	0
238	75	0
239	148	0
240	192	0
241	141	0
242	71	0
243	85	0
244	163	0
245	190	0
246	126	0
247	65	0
248	99	0
249	175	0
250	183	0
251	109	0
252	64	0
253	114	0
254	184	0
255	172	0
256	94	0
257	67	0
258	131	0
259	191	0
260	158	0
261	81	0
262	75	0
263	148	0
264	192	0
265	141	0
266	71	0
267	87	0
268	165	0
269	189	0
270	122	0
271	65	0
272	103	0
273	179	0
274	179	0
275	104	0
276	64	0
277	120	0
278	188	0
279	165	0
280	87	0
281	71	0
282	141	0
283	192	0
284	148	0
285	73	0
286	81	0
287	160	0
288	191	0
289	128	0
290	65	0
291	99	0
292	176	0
293	181	0
294	107	0
295	64	0
296	119	0
297	187	0
298	167	0
299	88	0
300	71	0
301	141	0
302	193	0
303	147	0
304	72	0
305	84	0
306	161	0
307	189	0
308	123	0
309	65	0
310	102	0
311	179	0
312	179	0
313	102	0
314	65	0
315	125	0
316	189	0
317	160	0
318	82	0
319	75	0
320	149	0
321	192	0
322	138	0
323	68	0
324	91	0
325	171	0
326	185	0
327	113	0
328	64	0
329	114	0
330	185	0
331	169	0
332	90	0
333	69	0
334	139	0
335	192	0
336	147	0
337	73	0
338	84	0
339	163	0
340	189	0
341	120	0
342	64	0
343	107	0
344	182	0
345	175	0
346	95	0
347	67	0
348	134	0
349	192	0
350	151	0
351	76	0
352	81	0
353	160	0
354	189	0
355	123	0
356	64	0
357	104	0
358	181	0
359	176	0
360	97	0
361	67	0
362	132	0
363	191	0
364	152	0
365	75	0
366	81	0
367	160	0
368	190	0
369	123	0
370	65	0
371	106	0
372	182	0
373	174	0
374	95	0
375	67	0
376	135	0
377	191	0
378	147	0
379	73	0
380	84	0
381	165	0
382	188	0
383	118	0
384	64	0
385	111	0
386	185	0
387	169	0
388	88	0
389	71	0
390	143	0
391	192	0
392	141	0
393	69	0
394	91	0
395	171	0
396	183	0
397	108	0
398	64	0
399	121	0
400	189	0
401	160	0
402	81	0
403	77	0
404	153	0
405	191	0
406	128	0
407	65	0
408	103	0
409	180	0
410	175	0
411	95	0
412	67	0
413	136	0
414	192	0
415	146	0
416	71	0
417	87	0
418	168	0
419	185	0
420	111	0
421	64	0
422	119	0
423	189	0
424	161	0
425	80	0
426	76	0
427	155	0
428	191	0
429	127	0
430	65	0
431	105	0
432	182	0
433	173	0
434	92	0
435	69	0
436	141	0
437	192	0
438	140	0
439	68	0
440	93	0
441	174	0
442	181	0
443	104	0
444	66	0
445	129	0
446	191	0
447	151	0
448	74	0
449	84	0
450	166	0
451	187	0
452	113	0
453	64	0
454	119	0
455	189	0
456	160	0
457	80	0
458	77	0
459	158	0
460	190	0
461	122	0
462	64	0
463	111	0
464	185	0
465	167	0
466	86	0
467	73	0
468	149	0
469	191	0
470	128	0
471	65	0
472	103	0
473	182	0
474	173	0
475	91	0
476	70	0
477	144	0
478	192	0
479	135	0
480	67	0
481	99	0
482	179	0
483	175	0
484	95	0
485	69	0
486	140	0
487	192	0
488	139	0
489	67	0
490	97	0
491	177	0
492	177	0
493	97	0
494	67	0
495	139	0
496	192	0
497	141	0
498	68	0
499	95	0
500	176	0
501	179	0
502	97	0
503	68	0
504	138	0
505	192	0
506	141	0
507	69	0
508	95	0
509	177	0
510	177	0
511	96	0
512	67	0
513	139	0
514	192	0
515	139	0
516	67	0
517	98	0
518	178	0
519	176	0
520	94	0
521	69	0
522	143	0
523	192	0
524	135	0
525	67	0
526	101	0
527	181	0
528	173	0
529	90	0
530	71	0
531	147	0
532	191	0
533	129	0
534	65	0
535	107	0
536	184	0
537	169	0
538	85	0
539	75	0
540	153	0
541	191	0
542	123	0
543	64	0
544	113	0
545	187	0
546	161	0
547	80	0
548	79	0
549	161	0
550	188	0
551	113	0
552	64	0
553	123	0
554	191	0
555	153	0
556	74	0
557	87	0
558	171	0
559	183	0
560	103	0
561	66	0
562	134	0
563	191	0
564	142	0
565	68	0
566	96	0
567	179	0
568	175	0
569	91	0
570	71	0
571	147	0
572	191	0
573	129	0
574	64	0
575	109	0
576	185	0
577	165	0
578	81	0
579	79	0
580	160	0
581	187	0
582	113	0
583	64	0
584	124	0
585	191	0
586	150	0
587	72	0
588	90	0
589	173	0
590	179	0
591	98	0
592	68	0
593	143	0
594	192	0
595	132	0
596	65	0
597	106	0
598	185	0
599	167	0
600	83	0
601	78	0
602	159	0
603	187	0
604	113	0
605	64	0
606	126	0
607	191	0
608	148	0
609	71	0
610	92	0
611	176	0
612	177	0
613	94	0
614	70	0
615	146	0
616	191	0
617	127	0
618	64	0
619	113	0
620	188	0
621	159	0
622	77	0
623	84	0
624	168	0
625	183	0
626	103	0
627	67	0
628	137	0
629	192	0
630	135	0
631	66	0
632	105	0
633	184	0
634	166	0
635	81	0
636	79	0
637	163	0
638	187	0
639	109	0
640	65	0
641	131	0
642	193	0
643	141	0
644	68	0
645	100	0
646	182	0
647	169	0
648	84	0
649	76	0
650	159	0
651	188	0
652	111	0
653	64	0
654	129	0
655	191	0
656	143	0
657	67	0
658	99	0
659	181	0
660	170	0
661	84	0
662	76	0
663	159	0
664	187	0
665	111	0
666	65	0
667	131	0
668	192	0
669	141	0
670	67	0
671	102	0
672	183	0
673	167	0
674	83	0
675	79	0
676	163	0
677	185	0
678	107	0
679	65	0
680	136	0
681	192	0
682	135	0
683	66	0
684	107	0
685	187	0
686	161	0
687	78	0
688	84	0
689	169	0
690	183	0
691	99	0
692	68	0
693	145	0
694	192	0
695	125	0
696	64	0
697	117	0
698	190	0
699	152	0
700	72	0
701	93	0
702	178	0
703	174	0
704	88	0
705	73	0
706	157	0
707	188	0
708	112	0
709	65	0
710	131	0
711	192	0
712	139	0
713	67	0
714	107	0
715	185	0
716	161	0
717	77	0
718	85	0
719	171	0
720	180	0
721	96	0
722	70	0
723	148	0
724	191	0
725	120	0
726	64	0
727	124	0
728	191	0
729	144	0
730	68	0
731	101	0
732	183	0
733	166	0
734	80	0
735	81	0
736	167	0
737	183	0
738	99	0
739	68	0
740	147	0
741	191	0
742	120	0
743	64	0
744	123	0
745	191	0
746	144	0
747	68	0
748	102	0
749	184	0
750	164	0
751	79	0
752	83	0
753	169	0
754	180	0
755	95	0
756	71	0
757	151	0
758	191	0
759	116	0
760	64	0
761	130	0
762	193	0
763	137	0
764	66	0
765	109	0
766	188	0
767	158	0
768	74	0
769	90	0
770	176	0
771	174	0
772	87	0
773	76	0
774	160	0
775	186	0
776	104	0
777	67	0
778	143	0
779	191	0
780	124	0
781	64	0
782	123	0
783	191	0
784	144	0
785	68	0
786	103	0
787	185	0
788	161	0
789	76	0
790	87	0
791	174	0
792	176	0
793	88	0
794	75	0
795	159	0
796	187	0
797	105	0
798	67	0
799	143	0
800	191	0
801	123	0
802	64	0
803	124	0
804	192	0
805	140	0
806	66	0
807	107	0
808	187	0
809	157	0
810	73	0
811	92	0
812	179	0
813	171	0
814	83	0
815	79	0
816	167	0
817	182	0
818	96	0
819	71	0
820	152	0
821	189	0
822	111	0
823	65	0
824	137	0
825	192	0
826	127	0
827	64	0
828	121	0
829	192	0
830	143	0
831	67	0
832	107	0
833	187	0
834	157	0
835	73	0
836	93	0
837	180	0
838	169	0
839	81	0
840	82	0
841	170	0
842	179	0
843	92	0
844	73	0
845	158	0
846	187	0
847	105	0
848	67	0
849	145	0
850	191	0
851	118	0
852	64	0
853	132	0
854	192	0
855	131	0
856	64	0
857	119	0
858	191	0
859	144	0
860	67	0
861	107	0
862	187	0
863	156	0
864	72	0
865	96	0
866	181	0
867	167	0
868	79	0
869	86	0
870	174	0
871	175	0
872	87	0
873	78	0
874	165	0
875	183	0
876	96	0
877	71	0
878	155	0
879	187	0
880	107	0
881	67	0
882	145	0
883	191	0
884	116	0
885	64	0
886	135	0
887	192	0
888	127	0
889	64	0
890	125	0
891	193	0
892	136	0
893	65	0
894	115	0
895	191	0
896	146	0
897	67	0
898	107	0
899	187	0
900	155	0
901	71	0
902	99	0
903	183	0
904	162	0
905	75	0
906	90	0
907	179	0
908	169	0
909	81	0
910	84	0
911	173	0
912	175	0
913	87	0
914	78	0
915	167	0
916	180	0
917	92	0
918	74	0
919	161	0
920	184	0
921	99	0
922	71	0
923	155	0
924	187	0
925	105	0
926	68	0
927	148	0
928	190	0
929	112	0
930	66	0
931	141	0
932	191	0
933	117	0
934	65	0
935	135	0
936	192	0
937	123	0
938	64	0
939	130	0
940	192	0
941	129	0
942	64	0
943	124	0
944	193	0
945	135	0
946	64	0
947	119	0
948	191	0
949	139	0
950	65	0
951	115	0
952	191	0
953	144	0
954	67	0
955	111	0
956	190	0
957	148	0
958	68	0
959	107	0
960	188	0
961	151	0
962	69	0
963	103	0
964	187	0
965	155	0
966	69	0
967	100	0
968	185	0
969	157	0
970	71	0
971	98	0
972	184	0
973	159	0
974	72	0
975	96	0
976	183	0
977	161	0
978	75	0
979	94	0
980	182	0
981	164	0
982	75	0
983	91	0
984	181	0
985	165	0
986	76	0
987	91	0
988	181	0
989	167	0
990	76	0
991	90	0
992	180	0
993	167	0
994	77	0
995	89	0
996	179	0
997	167	0
998	77	0
999	89	0
